id,name,archetype
72924435,"Periallis, Empress of Blossoms",
72926163,Elemental HERO Neos Knight,Elemental HERO
72929454,Turtle Bird,
72930878,Black Sonic,Blackwing
72932673,Abyss-scale of the Mizuchi,Mermail
72957245,Adamancipator Signs,Adamancipator
72959823,Panzer Dragon,
72971064,Lyrilusc - Ensemblue Robin,Lyrilusc
72989439,Black Luster Soldier - Envoy of the Beginning,Black Luster Soldier
72992744,Jester Lord,Jester
73001017,Silpheed,
73018302,Hunter of Black Feathers,
73026394,Fusion Guard,
73040500,Fabled Urustos,Fabled
73046708,Armored Xyz,Xyz
73048641,Half Shut,
73051941,Sand Stone,
73055622,Shinobird's Calling,Shinobird
73061465,Spellbreaker of the Ice Barrier,Ice Barrier
73079365,Gust,
73079836,Adamancipator Risen - Raptite,Adamancipator
73081602,Queen Bird,
73082255,The Zombie Vampire,Vampire
73104892,Maple Maiden,
73121813,Tenyi Spirit - Mula Adhara,Tenyi
73125233,Raiza the Storm Monarch,Monarch
73129314,Heart of Gaia,Gaia The Fierce Knight
73130445,Performapal Lizardraw,Performapal
73134082,Final Flame,
73136204,Sylvan Lotuswain,Sylvan
73146473,Cross Porter,Neo-Spacian
73148972,Ruthless Denial,
73167098,Aromalilith Magnolia,Aroma
73176465,"Felis, Lightsworn Archer",Lightsworn
73178098,Ego Boost,
73192600,World Legacy Cliffhanger,World Legacy
73193552,Pennant of Revolution,
73199638,Call of the Atlanteans,Atlantean
73206827,Light Barrier,Arcana Force
73213494,"Calcab, Malebranche of the Burning Abyss",Burning Abyss
73216412,Worm Drake,Worm
73218792,Junk Meister,Junk
73218989,Black-Winged Assault Dragon,
73219648,Vilepawn Archfiend,Archfiend
73239437,Double Hero Attack,Elemental HERO
73240432,Edge Imp Cotton Eater,Edge Imp
73244186,Moray of Avarice,
73262676,"""A"" Cell Scatter Burst",Alien
73271204,Recardination,Flower Cardian
73275815,Link Hole,Hole
73285669,Gladiator Beast Essedarii,Gladiator Beast
73287067,Link Burst,
73289035,Bujintei Tsukuyomi,Bujin
73304257,"Alpha, the Master of Beasts",
73309655,"Eria the Water Charmer, Gentle",Charmer
73318863,Lyna the Light Charmer,Charmer
73333463,Armoroid,Roid
73341839,Miniborrel Dragon,Rokket
73345237,Benghalancer the Resurgent,
73347079,Raidraptor - Force Strix,Raidraptor
73355772,"Dogmatika Fleurdelis, the Thunderbolt",Dogmatika
73355951,Alpha Summon,
73356503,Barrier Statue of the Stormwinds,
73359475,Noble Knight Peredur,Noble Knight
73360025,Dark Contract with the Swamp King,D/D
73391962,Azamina Mu Rcielago,Azamina
73398797,Paladin of White Dragon,Blue-Eyes
73405179,Iron Knight,Golden Castle of Stromberg
73413514,Neverending Nightmare Absorber,
73414375,Dimension Jar,
73417207,Mara of the Nordic Alfar,Nordic
73421698,"Shif, Fairy of the Ghoti",Ghoti
73422829,Super Quantum White Layer,Super Quant
73428497,Geargiarsenal,Geargia
73431236,Iron Blacksmith Kotetsu,
73443672,Underworld Circle,
73445448,Number 22: Zombiestein,
73452089,Dark Cavalry,Dark Magician
73468603,Set Rotation,
73478096,Photon Emperor,Photon
73481154,Destroyer Golem,
73483491,Vindikite R-Genex,Genex
73490417,Jungle Dweller,
73496100,Gagaga Illusion,Gagaga
73507661,Fairy Wind,
73511233,Performapal U Go Golem,Performapal
73534250,Blackwing - Tornado the Reverse Wind,Blackwing
73539069,Striker Dragon,
73542331,Kashtira Shangri-Ira,Kashtira
73544866,Guardian Baou,Guardian
73551138,Gishki Emilia,Gishki
73558460,Cynet Recovery,
73567374,Unleash Your Power!,
73574678,Amazoness Blowpiper,Amazoness
73575650,Subterror Succession,Subterror
73578229,Pole Position,
73580471,Black Rose Dragon,Rose Dragon
73594093,Metalfoes Fusion,Metalfoes
73599290,Soul Drain,
73602965,Arias the Labrynth Butler,Labrynth
73616671,Illusion Magic,Dark Magician
73625877,Time Escaper,
73628505,Terraforming,
73632127,Dimension Slice,
73639099,Traptrix Sera,Traptrix
73640163,Penguin Cleric,Penguin
73642296,Ghost Belle & Haunted Mansion,
73648243,Sand Moth,
73652465,Blackwing - Oroshi the Squall,Blackwing
73659078,Snowdust Giant,
73664385,Verre Magic - Lacrima of Light,Magistus
73665146,Silent Magician LV4,Silent Magician
73667937,Windwitch - Diamond Bell,Windwitch
73680966,The Beginning of the End,
73694478,Super Soldier Rebirth,Black Luster Soldier
73698349,Giant Orc,
73702909,Little Trooper,
73714736,Flame Swordsrealm,Flame Swordsman
73729209,Skill Successor,
73734821,Performapal Sky Magician,Performapal
73752131,Skilled Dark Magician,Dark Magician
73776643,Papa-Corn,
73778008,Rage of the Deep Sea,
73779005,Dragoons of Draconia,Draconia
73783043,R-Genex Accelerator,Genex
73787254,Saber Vault,X-Saber
73810864,Live☆Twin Lil-la,Live☆Twin
73819701,Fallen of the White Dragon,
73820802,Onikuji,
73828446,SPYRAL GEAR - Fully Armed,SPYRAL
73837870,Sunny Pixie,
73853830,Crusader of Endymion,Endymion
73860462,Wonder Xyz,
73866096,Dodododraw,Dododo
73872164,Eliminating the League,
73879377,Armed Dragon LV7,Armed Dragon
73881652,Zoodiac Combo,Zoodiac
73887236,Raidraptor - Rise Falcon,Raidraptor
73891874,White-Horned Dragon,
73898890,Dyna Mondo,
73899015,Venom Snake,Venom
73906480,Bujincarnation,Bujin
73911410,Sword Slasher,
73915051,Scapegoat,
73915052,Sheep Token,
73936388,Mirage Swordsman,Flame Swordsman
73941492,Harmonizing Magician,Magician
73956664,Tearlaments Reinoheart,Tearlaments
73964868,Constellar Pleiades,Constellar
73977033,Raidraptor - Booster Strix,Raidraptor
73979030,Angraecum Umbrella,
73988674,Tri-and-Guess,
74003290,Lost Wind,
74009824,El Shaddoll Wendigo,Shaddoll
74010769,Hazy Flame Griffin,Hazy
74011784,Artmage Varnish -Alteration-,Artmage
74018812,Labrynth Stovie Torbie,Labrynth
74029853,Golden Bamboo Sword,Bamboo Sword
74055055,Oil,
74063034,Invocation,Invoked
74064212,Vylon Prism,Vylon
74069667,D/D/D Oblivion King Abyss Ragnarok,D/D
74078255,Tearlaments Merrli,Tearlaments
74093656,Tune Warrior,
74094021,Legendary Six Samurai - Mizuho,Six Samurai
74095602,Change of Hero - Reflector Ray,Elemental HERO
74100225,Evo-Singularity,Evolsaur
74115234,Orb of Yasaka,
74117290,Dark World Dealings,Dark World
74122412,Nekroz of Gungnir,Nekroz
74130411,Biofalcon,
74131780,Exiled Force,
74137509,Graceful Dice,
74139959,Cosmic Tree Irmistil,
74148483,Infernity Wildcat,Infernity
74150658,Talons of Shurilane,
74153887,Dark Scorpion - Meanae the Thorn,Dark Scorpion
74157028,Cyber Twin Dragon,
74163487,Restoration Point Guard,
74168099,Brotherhood of the Fire Fist - Horse Prince,Fire Fist
74169516,Golem that Guards the Millennium Treasures,Millennium
74191528,Card of Fate,
74191942,Painful Choice,
74202664,One or Eight,
74203495,PSY-Framegear Delta,PSY-Frame
74210057,Texchanger,
74213995,Battleguard Echoes,Battleguard
74218258,The Weather Rainbowed Canvas,The Weather
74270067,Pikeru's Circle of Enchantment,
74271714,Fish and Bids,
74277583,Brave Scizzar,
74289646,Royal Rhino with Deceitful Dice,
74294676,Evolzar Laggia,Evolzar
74298287,Mermail Abyssdine,Mermail
74311226,Atlantean Dragoons,Atlantean
74329404,D - Formation,Destiny HERO
74335036,Fusion Substitute,
74364659,Eria the Water Charmer,Charmer
74367458,Guardian Elma,Guardian
74371660,Mermail Abyssgaios,Mermail
74387963,D/D Extra Surveyor,D/D
74388798,Silent Swordsman LV5,Silent Swordsman
74393852,Zoodiac Boarbow,Zoodiac
74402414,Spell Chronicle,
74405783,The Three Brave Swordsouls,Swordsoul
74414885,NEXT,Elemental HERO
74416026,Frightfur March,Frightfur
74416224,Black Ray Lancer,
74426895,Awakening of the Possessed - Gagigobyte,Possessed
74431740,Assault Reboot,Assault Mode
74439492,Scrap Sheen,Scrap
74440055,Cactus Fighter,
74440056,Needle Token,
74458486,Covering Fire,
74506079,Worm Zero,Worm
74509280,Malefic Parallel Gear,Malefic
74519184,Hand Destruction,
74530899,"Metaion, the Timelord",Timelord
74567889,Dark Infant @Ignister,@Ignister
74576482,Koa'ki Meiru Sea Panther,Koa'ki Meiru
74577599,Traptrix Holeutea,Hole
74578720,Time Thief Chronocorder,
74580251,Zefra Providence,Zefra
74582050,Dinomist Eruption,Dinomist
74583607,D/D/D Flame King Genghis,D/D
74586817,PSY-Framelord Omega,PSY-Frame
74591968,Mystic Swordsman LV4,
74593218,Heroic Champion - Kusanagi,Heroic
74605254,D/D Savant Galilei,D/D
74611888,Turnabout,
74615388,"Laevatein, Generaider Boss of Shadows",Generaider
74627016,T.G. Tank Grub,T.G.
74631897,Artmage Non-Finito,Artmage
74637266,Octoberser,
74640994,Subterror Final Battle,Subterror
74641045,Madolche Puddingcess,Madolche
74644400,Psi-Reflector,Assault Mode
74652966,Code of Soul,
74657662,Vylon Material,Vylon
74659582,Sleipnir the Runick Mane,Runick
74665150,Decode Talker Integration,Code Talker
74665651,Dream Mirror of Joy,Dream Mirror
74677422,Red-Eyes Black Dragon,Red-Eyes
74689476,"Rilliona, the Wondrous Magistus Witch Wardrobe",Magistus
74694807,Re-Fusion,
74701381,DNA Surgery,
74703140,Punished Eagle,
74711057,Elemental HERO Terra Firma,Elemental HERO
74713516,Dark Mimic LV1,
74715061,Striping Partner,
74717840,Landoise's Luminous Moss,Naturia
74725513,"Qebehsenuef, Protection of Horus",Horus
74728028,Xyz Reception,
74730899,Batteryman Fuel Cell,Batteryman
74733322,Artmage Academic Arcane Arts Acropolis,Artmage
74741494,Level Tuning,
74752631,Battle Shogun of the Six Samurai,Six Samurai
74762582,Subterror Fiendess,Subterror
74798297,Shiranui Style Success,Shiranui
74820316,"Enlilgirsu, the Orcust Mekk-Knight",Mekk-Knight
74822425,El Shaddoll Shekhinaga,Shaddoll
74823665,Inferno,
74825788,H - Heated Heart,
74839123,Frightfur Sanctuary,Frightfur
74841885,Sky Scourge Invicil,
74845897,Rekindling,
74848038,Monster Reincarnation,
74850403,Star Pendulumgraph,Magician
74852097,Phantom Gryphon,Harpie
74852810,Overlay Capture,
74854609,Zekt Conversion,Inzektor
74860293,Junk Destroyer,Junk
74875003,Ra's Disciple,
74879881,Mimikuril,
74889525,Eldlich the Mad Golden Lord,Eldlich
74891384,Adamancipator Crystal - Raptite,Adamancipator
74892653,Stardust Warrior,Stardust
74906081,Startling Stare of the Snake-Eyes,Snake-Eye
74920585,Tearlaments Sulliek,Tearlaments
74923978,Forced Requisition,
74926274,Pendulum Rising,
74936480,Dinomorphia Stealthbergia,Dinomorphia
74937659,Subterror Behemoth Fiendess,Subterror
74941992,Moon Magician,
74952447,Testudo erat Numen,
74968065,Hecatrice,
74974229,Alien Shocktrooper M-Frame,Alien
74976215,Cross-Sword Beetle,
74983881,Sweet Corn,
74983882,Maize Token,
74997493,Saryuja Skull Dread,
75003700,Dracotail Lukias,Dracotail
75014062,Spell Power Grasp,
75025112,Free-Range Monsters,
75041269,Clock Tower Prison,Destiny HERO
75043725,Emissary of the Afterlife,
75046994,Noh-P.U.N.K. Rising Scale,P.U.N.K.
75047173,Favorite Contact,Contact
75059201,F.A. Turbo Charger,F.A.
75064463,Harpie Queen,Harpie
75078585,Scramble Egg,
75081613,"Aztekipede, the Worm Warrior",Worm
75083197,Dragonlark Pairen,
75105429,Synchro Ejection,
75109441,Cobraman Sakuzy,
75116619,Legendary Six Samurai - Enishi,Six Samurai
75119040,Tindangle Acute Cerberus,Tindangle
75119041,Tindangle Token,Tindangle
75130221,Code Radiator,Code Talker
75132317,Brotherhood of the Fire Fist - Snake,Fire Fist
75141056,Hero Mask,Elemental HERO
75147529,Sky Striker Ace - Zeke,Sky Striker
75153328,Packet Swap,
75157704,Dual Avatar Compact,Dual Avatar
75162696,Victoria,
75180828,Mermail Abyssbalaen,Mermail
75190122,Dark Burning Magic,Dark Magician
75195825,"Master Pendulum, the Dracoslayer",Dracoslayer
75198893,Scanner,
75209824,Guardian Statue,Guardian
75214390,Overlay Booster,
75215744,Gunkan Suship Ikura-class Dreadnought,Gunkan
75220074,"Armed Dragon, the Armored Dragon",Armed Dragon
75223115,Malefic Territory,Malefic
75249652,Blazing Mirror Force,
75252099,Bird of Roses,Rose Dragon
75253697,Number 72: Shogi Rook,
75285069,Moisture Creature,
75286621,Invoked Mechaba,Invoked
75290703,Therion Irregular,Therion
75292259,Great Poseidon Beetle,
75294187,Terrifying Trap Hole Nightmare,Trap Hole
75304793,Symph Amplifire,Symphonic Warrior
75311421,Votis,
75326861,Dark Highlander,
75347539,Valkyrion the Magna Warrior,Magnet Warrior
75352507,Ragnaraika Selene Snapper,Ragnaraika
75356564,Petit Dragon,
75361204,Graydle Split,Graydle
75363626,Madolche Chouxvalier,Madolche
75364199,Mutually Affured Destruction,
75366958,Dinowrestler Coelasilat,Dinowrestler
75367227,Ghostrick Alucard,Ghostrick
75372290,Total Defense Shogun,
75375465,Pandemonium Watchbear,
75376965,Enchanting Mermaid,
75380687,Amulet Dragon,Dark Magician
75390004,Megazowler,
75392615,Mind Haxorz,
75402014,Ultimate Dragonic Utopia Ray,Number
75416738,Traptrix Arachnocampa,Traptrix
75417459,Release Restraint,
75421661,Dododo Swordsman,Dododo
75425043,PSY-Framegear Alpha,PSY-Frame
75425320,Disciples of the True Dracophoenix,True Draco
75433814,Number 40: Gimmick Puppet of Strings,Gimmick Puppet
75434695,Elemental HERO Woodsman,Elemental HERO
75448086,Generaider Boss Quest,Generaider
75452921,Knightmare Cerberus,Knightmare
75457624,Ritual Beast's Bond,Ritual Beast
75487237,Mid Shield Gardna,
75493362,Vingolf's Blessing,
75498415,Blackwing - Sirocco the Dawn,Blackwing
75499502,Master & Expert,
75500286,Gold Sarcophagus,
75524092,Vicious Claw,
75524093,Evil Token,
75525309,Six Style - Dual Wield,Six Samurai
75527221,Deadly Zombie Breath,Call of the Haunted
75539614,Psychic Blade,
75559356,Cyber Soldier of Darkworld,
75560629,Flint,
75574498,Princess Cologne,
75582395,Faith Bird,
75620895,One-Eyed Skill Gainer,
75622824,Tricky Spell 4,
75622825,Tricky Token,
75646173,Synchar,
75646520,Metal Detector,
75652080,Double Cyclone,
75660578,"Hela, Generaider Boss of Doom",Generaider
75672051,Black Fang Magician,Magician
75673220,Snapdragon,
75675029,Memory Crush King,
75676192,F.A. Motorhome Transport,F.A.
75690317,"Karakuri Gama mdl 4624 ""Shirokunishi""",Karakuri
75702749,Phantasm Spiral Grip,Phantasm Spiral
75713017,"Prometeor, the Burning Star",
75719089,Glory of the Noble Knights,Noble Knight
75728539,Sharv Sarga,
75730490,Ariane the Labrynth Servant,Labrynth
75732622,Grinder Golem,
75732623,Grinder Token,
75733063,Meklord Army of Skiel,Meklord
75745607,Hino-Kagu-Tsuchi,
75748977,XYZ-Hyper Dragon Cannon,A-to-Z
75771170,Arahime the Manifested Mikanko,Mikanko
75775867,Morphtronic Slingen,Morphtronic
75779210,Vylon Epsilon,Vylon
75780818,Dyna Tank,
75782277,Harpies' Hunting Ground,Harpie
75787708,Odd-Eyes Pendulum Dragon of the Four Heavenly Dragons,Odd-Eyes
75797046,Photon Alexandra Queen,Butterspy
75830094,Horus the Black Flame Dragon LV4,Horus the Black Flame Dragon
75833426,Madolche Tea Break,Madolche
75840616,Bujintei Susanowo,Bujin
75850803,LaMoon,
75874514,Shining Star Dragon,
75878039,Satellarknight Deneb,Tellarknight
75884822,Ojama Pajama,Armed Dragon
75886890,Vylon Sphere,Vylon
75888208,"Ikelos, the Dream Mirror Mara",Dream Mirror
75889523,Archfiend Marmot of Nefariousness,
75892194,Ancient Gear Dragon,Ancient Gear
75901113,Knight of Armor Dragon,Paladins of Dragons
75902998,Trap Hole of Spikes,Hole
75906310,Armed Dragon Catapult Cannon,Armed Dragon
75917088,Princess Pikeru,
75922381,Spright Red,Spright
75923050,Super Robolady,
75926389,A-to-Z Energy Load,A-to-Z
75937826,B.E.S. Big Core MK-2,B.E.S.
75944053,Deskbot 003,Deskbot
75946257,Witch Doctor of Chaos,Chaos
75952542,Vaylantz World - Konig Wissen,Vaylantz
75953262,Warrior Dai Grepher,Grepher
75956913,Gagaga Utopic Tactics,Gagaga
75967082,Short Circuit,Batteryman
75987257,Butterflyoke,Butterfly
75988594,Superheavy Samurai Swordmaster Musashi,Superheavy
75991479,D.D. Patrol Plane,D.D.
75991898,Lavalval Dragon,Laval
76004142,Bad Luck Blast,
76029419,D/D/D Supersight King Zero Maxwell,D/D
76039636,Doom Dozer,
76045757,Dark Sacrifice,
76052811,Helpoemer,
76066541,Dragon Dowser,
76067258,Number 66: Master Key Beetle,
76072561,Sky Striker Ace = Zero,Sky Striker
76075139,Vaylantz Genesis Grand Duke,Vaylantz
76075810,Throwstone Unit,
76076738,Dragon Nails,
76078185,Heretical Phobos Covos,
76080032,ZW - Unicorn Spear,Utopia
76103404,Cyber Petit Angel,Cyber Angel
76103675,Sparks,
76133574,"Zep, Ruby of the Ghoti",Ghoti
76136345,Revolving Switchyard,Train
76137276,Spell Reclamation,
76137614,Disenchanter,
76145142,"Longirsu, the Orcust Orchestrator",Orcust
76145933,Spright Blue,Spright
76184692,Hitotsu-Me Giant,
76202610,Darklon,
76203291,Golden Flying Fish,
76209339,Megalith Emergence,Megalith
76211194,Meda Bat,
76214441,Lifeforce Harmonizer,
76218313,Dragon Buster Destruction Sword,Destruction Sword
76218643,Black Potan,
76224717,Advance Zone,
76232340,Sengenjin,
76232522,Recovery Sorcerer,
76263644,Destiny End Dragoon,Destiny HERO
76290637,Gimmick Puppet Fantasix Machinix,Gimmick Puppet
76297408,Soul Demolition,
76302448,Arcana Spread,
76305638,The Rock Spirit,
76321376,Mine Golem,
76348260,Mimir of the Nordic Ascendant,Nordic
76352503,Changshi the Spiridao,
76353872,Defcon Bird,
76359406,Crystron Ametrix,Crystron
76372778,Evigishki Merrowgeist,Gishki
76375976,Mystic Mine,
76382116,"Dovelgus, Generaider Boss of Iron",Generaider
76384284,Trojan Gladiator Beast,Gladiator Beast
76403456,Power Wall,
76407432,Assault Counter,Assault Mode
76416959,Ancient Warriors - Loyal Guan Yun,Ancient Warriors
76419637,CXyz Battleship Cherry Blossom,CXyz
76436988,Gillagillancer,
76442347,Puny Penguin,Penguin
76442616,HERO's Bond,Elemental HERO
76446915,Disk Magician,
76459806,Volcanic Rocket,Volcanic
76471944,Superheavy Samurai Ninja Sarutobi,Ninja
76473843,Majesty's Pegasus,Majespecter
76500786,Star Power!!,
76504386,Number 39: Utopia the Envoy of Light,Number
76512652,Krokodilus,
76515293,Xing Zhen Hu,
76520646,Infinity Dark,
76524506,Garden Rose Flora,Rose
76532077,Bottomless Shifting Sand,
76539047,Poison Fangs,
76543119,Gimmick Puppet Des Troy,Gimmick Puppet
76547525,Red Wyvern,
76552147,D.D.D. - Different Dimension Derby,D.D.
76573247,Alien Infiltrator,Alien
76587747,Time Thief Retrograde,Time Thief
76589546,Overflow Dragon,
76589815,Battlin' Boxer Cheat Commissioner,Battlin' Boxer
76593718,Greed Jar,Jar
76614003,Dark Tinker,
76614340,Gem-Knight Ruby,Gem-
76615300,Hiita the Fire Channeler,Charmer
76634149,Kairyu-Shin,
76636978,Stardust Dragon - Victim Sanctuary,Stardust
76641981,TG1-EM1,T.G.
76647978,Ultra Polymerization,
76650663,Ally of Justice Nullfier,Ally of Justice
76660409,Pendulum Back,
76666602,The Dragon that Devours the Dogma,Albaz Dragon
76672730,Dark World Archives,Dark World
76683171,Worm Ugly,Worm
76685519,Altergeist Kidolga,Altergeist
76704943,Yamatano Dragon Scroll,
76714458,Spell of Pain,
76721030,Tyrant's Tirade,
76722334,Capshell,
76725398,Mitsurugi Magatama,Mitsurugi
76728962,Desperado Barrel Dragon,
76751255,Igknight Reload,Igknight
76754619,Pyramid Energy,
76763417,Cyber Gymnast,
76766706,Chaos Seed,Chaos
76774528,Scrap Dragon,Scrap
76775123,Patrol Robo,
76782778,Dragonmaid Ernus,Dragonmaid
76792184,Black Magic Ritual,Dark Magician
76794549,Astrograph Sorcerer,Magician
76798740,Vendread Charge,Vendread
76806714,Turtle Oath,
76812113,Harpie Lady,Harpie
76815942,Lyrilusc - Independent Nightingale,Lyrilusc
76821171,"Duralume, Vaalmonican Heathen Hallow",Vaalmonica
76823930,Ultimeat Offering,
76830505,Infinitrack Brutal Dozer,Infinitrack
76833149,Melffy Mommy,Melffy
76840111,Soul of the Supreme Celestial King,Supreme King
76848240,Non Aggression Area,
76862289,Yamata Dragon,
76865611,Morphtronic Lantron,Morphtronic
76869711,Rikka Konkon,Rikka
76871889,Vendread Nights,Vendread
76891401,Sea Dragon Lord Gishilnodon,
76895648,Dangerous Machine Type-6,
76902476,Mecha Phantom Beast Turtletracer,Mecha Phantom Beast
76908448,Gem-Knight Crystal,Gem-
76909279,Enraged Battle Ox,
76913983,Blackwing Armed Wing,Blackwing
76922029,Don Zaloog,Dark Scorpion
76925842,Darknight Parshath,Parshath
76930964,"Twilight Ninja Getsuga, the Shogun",Ninja
76937326,Daigusto Laplampilica,Gusto
76948970,"Mitsurugi no Miko, Wousu",Mitsurugi
76972801,Gagagaguard,Gagaga
76978105,Evil HERO Infernal Rider,Evil HERO
76981308,Melffy Staring Contest,Melffy
76986005,Cyber Kirin,
76990617,Sonata the Melodious Diva,Melodious
77007920,Laser Cannon Armor,
77013169,Superheavy Samurai Swordsman,Superheavy
77027445,Power of Kaishin,
77036039,Assault Mercenary,Assault Mode
77044671,Pyramid Turtle,
77058170,Underclock Taker,
77060848,Svartalf of the Nordic Alfar,Nordic
77066768,Card Scanner,
77075360,Junk Speeder,
77084837,Inaba White Rabbit,
77087109,Clock Resonator,Resonator
77092311,"Tsuchigumo, the Poisonous Mayakashi",Mayakashi
77098449,Galaxy Wave,
77102944,Appliancer Laundry Dragon,Appliancer
77103950,Primeval Planet Perlereino,
77116346,Dinomist Charge,Dinomist
77121851,Manticore of Darkness,
77124096,Dark Contact,Contact
77133792,Magnet Conversion,Magnet
77135531,Vanguard of the Dragon,
77150143,Zoodiac Thoroughblade,Zoodiac
77152542,Blackwing - Harmattan the Dust,Blackwing
77153811,Djinn Cursenchanter of Rituals,Djinn
77189532,Rokket Coder,Rokket
77202120,Assault Synchron,Synchron
77205367,Number C96: Dark Storm,
77207191,Berfomet,
77229910,Morphtronic Forcefield,Morphtronic
77235086,Cyber Angel Benten,Cyber Angel
77252217,Chainsaw Insect,
77297908,Abyss Playhouse - Fantastic Theater,Abyss Actor
77307161,Trickstar Bloom,Trickstar
77312273,Shell of Chaos,Chaos
77313225,"Rciela, Sinister Soul of the White Forest",White Forest
77330185,XX-Saber Garsem,X-Saber
77334267,Wind-Up Arsenal Zenmaioh,Wind-Up
77336644,Red Dragon Archfiend/Assault Mode,Assault Mode
77360173,Synkron Resonator,Resonator
77363314,Krystal Dragon,
77372241,Flamvell Grunika,Flamvell
77379481,Sasuke Samurai #3,
77384395,Pazuzule,
77387463,Vulcan Dragni the Cubic King,Cubic
77392987,T.G. Rocket Salamander,T.G.
77402960,Numeron Calling,Numeron
77406972,Giltia the D. Knight - Soul Spear,
77411244,B-Buster Drake,ABC
77414722,Magic Jammer,
77421977,A.I. Shadow,@Ignister
77428945,Terrene Toothed Tsuchinoko,
77432167,Sun God Unification,Egyptian God
77449773,Cynet Crosswipe,
77454922,Fortress Whale's Oath,Umi
77456781,Fiend Kraken,
77462146,The Phantom Knights of Shadow Veil,Phantom Knights
77491079,Gale Lizard,
77498348,Black Luster Soldier - Envoy of the Evening Twilight,Black Luster Soldier
77505534,Sinister Shadow Games,Shaddoll
77506119,Thunder Unicorn,
77511331,Kuro-Obi Karate Spirit,Martial Art Spirit
77515704,Dragonmaid Downtime,Dragonmaid
77522571,Frightfur Meister,Frightfur
77527210,Soul of Purity and Light,
77538567,Dark Bribe,
77539547,Ancient Warriors - Graceful Zhou Gong,Ancient Warriors
77542832,Evilswarm Heliotrope,Lswarm
77543769,Centur-Ion True Awakening,Centur-Ion
77558536,"Raiden, Hand of the Lightsworn",Lightsworn
77561728,Disturbance Strategy,
77565204,Future Fusion,Magician
77568553,Acid Crawler,Recolored counterpart
77571454,Number 69: Heraldry Crest - Dark Matter Demolition,Heraldry
77573354,Ragnaraika Wisteria of Woe,Ragnaraika
77581312,Masked Clown,
77584012,Pseudo Space,
77585513,Jinzo,Jinzo
77590412,Puppet Rook,Puppet
77600660,Psychic Emperor,
77603950,Phantom Dewan,
77608643,Destiny HERO - Captain Tenacious,Destiny HERO
77610503,Floowandereeze and the Scary Sea,Floowandereeze
77610772,Ib the World Chalice Priestess,World Chalice
77622396,Reverse Trap,
77625948,Cyberdark Edge,Cyberdark
77631175,Comics Hero King Arthur,
77637979,LANphorhynchus,
77642288,Gladiator Beast Secutor,Gladiator Beast
77656797,Infernoble Knight Emperor Charles,Noble Knight
77672444,Motor Frenzy,
77675029,Exosister Karmael,Exosister
77679716,Superheavy Samurai Soulbreaker Armor,Superheavy
77683371,Dimension Conjurer,Dark Magician
77693536,Fullmetalfoes Alkahest,Metalfoes
77700347,Necro Defender,
77710579,Meklord Nucleus Infinity Core,Meklord
77714963,"Yasha, the Skeletal Mayakashi",Mayakashi
77723643,Shaddoll Dragon,Shaddoll
77751766,Summer Schoolwork Successful!,Schoolwork
77754169,"Super Armored Robot Armed Black Iron ""C""","""C"""
77754944,Widespread Ruin,
77765207,Emblema Oath,Centur-Ion
77778835,Hysteric Party,Harpie
77783947,Yang Zing Unleashed,Yang Zing
77797992,"Alpacaribou, Mystical Beast of the Forest",Mystical Beast of the Forest
77799846,Googly-Eyes Drum Dragon,Super Defense Robot
77826734,Pendulum Reborn,
77827521,Trial of Nightmare,
77832858,Thestalos the Shadowfire Monarch,Monarch
77840540,Cocoon of Ultra Evolution,
77841719,Evilswarm Coppelia,Lswarm
77847678,Shien's Scheme,Six Samurai
77848740,Madolche Petingcessoeur,Madolche
77855162,Tilting Entrainment,
77859858,Destructive Draw,
77864539,Meklord Factory,Meklord
77876207,Secret Pass to the Treasures,
77891946,Exosister Vadis,Exosister
77894049,Vanquish Soul Rocks,Vanquish Soul
77895328,"Genta, Gateman of Dark World",Dark World
77901552,Hieratic Dragon of Tefnuit,Hieratic
77910045,Fatal Abacus,
77913594,Exosister Pax,Exosister
77936940,Gernia,
77946022,Tenyinfinity,Tenyi
77967790,Dinowrestler King T Wrextle,Dinowrestler
77972406,Ambush Fangs,Venom
77994337,Hallohallo,
77998771,Crow Goblin,Recolored counterpart
78004197,"Goldd, Wu-Lord of Dark World",Dark World
78009994,Dragonic Guard,
78010363,Witch of the Black Forest,
78021082,Weaver of Fairy Tail Tales,Fairy Tail
78033100,Hieratic Dragon of Gebeb,Hieratic
78053598,Dark Designator,
78058681,Kewl Tune Synchro,Kewl Tune
78060096,Terrorking Salmon,
78063197,Relinquished Fusion,Eyes Restrict
78077209,Diabolica the Draconique General,
78080961,SPYRAL Quik-Fix,SPYRAL
78082039,Closed Forest,
78084378,Diplexer Chimera,
78098950,Tsumuha-Kutsunagi the Lord of Swords,
78114463,Solemn Report,Solemn
78121572,Alchemist of Black Spells,
78135071,Exosister Kaspitell,Exosister
78144171,"Dark Armed, the Dragon of Annihilation",
78156759,Wind-Up Zenmaines,Wind-Up
78161361,Bravedrive,
78161960,Reject Reborn,
78184733,Command Performance,Performapal
78193831,Buster Blader,
78199891,Mikanko Rivalry,Mikanko
78202553,Subterror Behemoth Stalagmo,Subterror
78211862,Rising Energy,
78217065,Evolution End Burst,Cyber Dragon
78225596,Appliancer Celtopus,Appliancer
78229193,White Aura Dolphin,White
78231355,Dragonmaid Hospitality,Dragonmaid
78243409,The Thing in the Crater,
78266168,Giant Axe Mummy,
