id,name,country,event_date,winner,format,slug,player_count,is_approximate_player_count
1537,Winnipeg WCQ Regional,Canada,2024-03-16,Bazil Batise,TCG,winnipeg-wcq-regional-1537,130,True
1538,Niagara Falls WCQ Regional,Canada,2024-03-16,Matthew Brissenden,TCG,niagara-falls-wcq-regional-1538,220,True
1539,Lyon WCQ Regional,France,2024-03-16,Jeremy Bays,TCG,lyon-wcq-regional-1539,357,False
1540,Wellington WCQ Regional,New Zealand,2024-03-16,Nick Holloway,TCG,wellington-wcq-regional-1540,60,True
1541,Poznan WCQ Regional,Poland,2024-03-16,,TCG,poznan-wcq-regional-1541,50,True
1542,Coimbra WCQ Regional,Portugal,2024-03-16,Igor Braga,TCG,coimbra-wcq-regional-1542,76,False
1543,Winterthur WCQ Regional,Switzerland,2024-03-16,Koah Tran,TCG,winterthur-wcq-regional-1543,128,False
1544,Huddersfield WCQ Regional,United Kingdom,2024-03-16,Ammad Raja,TCG,huddersfield-wcq-regional-1544,100,True
1545,Weston-Super-Mare WCQ Regional,United Kingdom,2024-03-16,Alex Moffatt,TCG,weston-super-mare-wcq-regional-1545,88,False
1546,Tirana WCQ Regional,Albania,2024-03-17,Ruben D.,TCG,tirana-wcq-regional-1546,41,False
1547,Jumet WCQ Regional,Belgium,2024-03-17,Kylian Schlachczikowski,TCG,jumet-wcq-regional-1547,100,True
1548,Split WCQ Regional,Croatia,2024-03-17,Ante Pavic,TCG,split-wcq-regional-1548,100,True
1549,Avrille WCQ Regional,France,2024-03-17,Axel Benoît,TCG,avrille-wcq-regional-1549,150,True
1551,Oberhausen WCQ Regional,Germany,2024-03-17,Fabian Bär,TCG,oberhausen-wcq-regional-1551,150,True
1552,Schorndorf WCQ Regional,Germany,2024-03-17,Ridvan Veliqi,TCG,schorndorf-wcq-regional-1552,420,True
1553,Remire-Montjoly WCQ Regional,France,2024-03-17,,TCG,remire-montjoly-wcq-regional-1553,50,True
1554,Salerno WCQ Regional,Italy,2024-03-17,Marco Samo,TCG,salerno-wcq-regional-1554,106,False
1555,San Giovanni Lupatoto WCQ Regional,Italy,2024-03-17,Alberto Barzan,TCG,san-giovanni-lupatoto-wcq-regional-1555,218,False
1556,1923 CS,South Korea,2024-03-17,토 치 맨,OCG,1923-cs-1556,47,False
1557,Asaka Goyusai 2024 Spring,Japan,2024-03-16,A,OCG,asaka-goyusai-2024-spring-1557,170,False
1558,Pisa WCQ Regional,Italy,2024-03-17,Mattia Biliotti,TCG,pisa-wcq-regional-1558,69,False
1559,Nanchang CS,China,2024-03-16,Unknown,OCG,nanchang-cs-1559,47,False
1560,1st Spring Cup,Japan,2024-03-16,1,OCG,1st-spring-cup-1560,60,False
1561,Chicken Leg Coke Cup,China,2024-03-17,,OCG,chicken-leg-coke-cup-1561,42,False
1562,Haikou Champion Card,China,2024-03-16,纳贝尔,OCG,haikou-champion-card-1562,35,False
1563,Rhodes Birthday Cup,China,2024-03-16,,OCG,rhodes-birthday-cup-1563,34,False
1564,Ram Cup beginner,South Korea,2024-03-17,ふるほん,OCG,ram-cup-beginner-1564,37,False
1565,Bad Cat's Card,China,2024-03-16,aby-志锋不是志峰,OCG,bad-cat-s-card-1565,37,False
1566,Big Universe TCG,China,2024-03-16,晓山瑞希的狗,OCG,big-universe-tcg-1566,40,False
1567,Guangzhou University Opening Cup,China,2024-03-17,武力木木枭,OCG,guangzhou-university-opening-cup-1567,42,False
1568,Wowo Card Shop Competition,China,2024-03-16,,OCG,wowo-card-shop-competition-1568,54,False
1569,Superbrand Top Deck,China,2024-03-16,鹅鹅鹅@SWU,OCG,superbrand-top-deck-1569,66,False
1570,Dragon Card OCG Competition,China,2024-03-16,乐郝仁,OCG,dragon-card-ocg-competition-1570,36,False
1571,Hot Pot Sheep Card,China,2024-03-16,豆芽max,OCG,hot-pot-sheep-card-1571,40,False
1572,Buenos Aires WCQ Regional,Argentina,2024-03-23,Franco Persano,TCG,buenos-aires-wcq-regional-1572,290,True
1573,Temuco WCQ Regional,Chile,2024-03-23,Nicolas Alejandro Bustamante Carilao,TCG,temuco-wcq-regional-1573,57,False
1575,São Paulo WCQ Regional,Brazil,2024-03-24,Wangli Pancieri Campos,TCG,são-paulo-wcq-regional-1575,250,True
1576,San Jose WCQ Regional,Costa Rica,2024-03-24,,TCG,san-jose-wcq-regional-1576,336,True
1577,Ruse WCQ Regional,Bulgaria,2024-03-23,,TCG,ruse-wcq-regional-1577,80,True
1578,Zagreb WCQ Regional,Croatia,2024-03-23,Noel Tihic,TCG,zagreb-wcq-regional-1578,60,False
1579,Calais WCQ Regional,France,2024-03-23,,TCG,calais-wcq-regional-1579,150,True
1580,Rosenheim WCQ Regional,Germany,2024-03-23,Daniel M.,TCG,rosenheim-wcq-regional-1580,80,True
1581,Budapest WCQ Regional,Hungary,2024-03-23,,TCG,budapest-wcq-regional-1581,100,True
1582,Lisboa WCQ Regional,Portugal,2024-03-23,Kostadin Kasabov,TCG,lisboa-wcq-regional-1582,80,True
1583,Palma de Mallorca WCQ Regional,Spain,2024-03-23,,TCG,palma-de-mallorca-wcq-regional-1583,100,True
1584,Cardiff WCQ Regional,United Kingdom,2024-03-23,,TCG,cardiff-wcq-regional-1584,150,True
1585,Penrith WCQ Regional,Australia,2024-03-24,Andre Yiu,TCG,penrith-wcq-regional-1585,87,False
1586,Mulhouse WCQ Regional,France,2024-03-24,Fatrim Zeqiri,TCG,mulhouse-wcq-regional-1586,307,False
1587,Nantes WCQ Regional,France,2024-03-24,Clement Pontoizeau,TCG,nantes-wcq-regional-1587,150,True
1588,Maintal WCQ Regional,Germany,2024-03-24,,TCG,maintal-wcq-regional-1588,500,True
1589,Fritzlar WCQ Regional,Germany,2024-03-24,Niklas Hanschen,TCG,fritzlar-wcq-regional-1589,150,True
1590,Agrigento WCQ Regional,Italy,2024-03-24,Manfredi Brusca,TCG,agrigento-wcq-regional-1590,120,True
1591,Rome WCQ Regional,Italy,2024-03-24,Andrea Lucchesi,TCG,rome-wcq-regional-1591,181,False
1592,Louisville WCQ Regional,United States,2024-03-23,Chester Hawk Henson,TCG,louisville-wcq-regional-1592,400,True
1593,Greenville WCQ Regional,United States,2024-03-23,Logan Kite,TCG,greenville-wcq-regional-1593,504,True
1594,Calgary WCQ Regional,Canada,2024-03-23,Jesse Hellwig,TCG,calgary-wcq-regional-1594,122,False
1595,Halifax WCQ Regional,Canada,2024-03-23,Joshua K.,TCG,halifax-wcq-regional-1595,126,True
1596,Salem WCQ Regional,United States,2024-03-24,Matthew William Bauer,TCG,salem-wcq-regional-1596,312,True
1597,Milwaukee WCQ Regional,United States,2024-03-24,Tyler Christopher Pinnow,TCG,milwaukee-wcq-regional-1597,378,False
1598,The Side Deck Remote Duel WCQ Regional,United States,2024-03-24,Zhenting Liu,TCG,the-side-deck-remote-duel-wcq-regional-1598,160,True
1599,UK Open Cardiff 2024,United Kingdom,2024-03-23,Matthew Fisher,TCG,uk-open-cardiff-2024-1599,440,True
1600,German Open Frankfurt 2024,Germany,2024-03-24,Maximilian Henn,TCG,german-open-frankfurt-2024-1600,512,False
1601,El Guardian Master Duel Challenger Cup,Spain,2024-03-20,thetys.,Master Duel,el-guardian-master-duel-challenger-cup-1601,64,False
1602,Jantoni Master Duel Challenger Cup,France,2024-03-21,doggiedaboy,Master Duel,jantoni-master-duel-challenger-cup-1602,64,False
1603,Master Duel US Challenger Cup,United States,2024-03-24,hihi.real,TCG,master-duel-us-challenger-cup-1603,128,False
1604,Schattenspieler Master Duel Challenger Cup,Germany,2024-03-22,legit44,Master Duel,schattenspieler-master-duel-challenger-cup-1604,128,False
1605,Jokah Master Duel Challenger Cup,United Kingdom,2024-03-23,fghdishdge,Master Duel,jokah-master-duel-challenger-cup-1605,128,False
1606,YCS Medellin,Colombia,2024-03-30,Cristian Urena,TCG,ycs-medellin-1606,483,False
1607,The Side Deck Remote Duel WCQ Regional,United States,2024-03-31,Austin K.,TCG,the-side-deck-remote-duel-wcq-regional-1607,132,False
1608,Hagatna WCQ Regional,United States,2024-03-31,,TCG,hagatna-wcq-regional-1608,60,True
1609,Fort Worth WCQ Regional,United States,2024-03-30,Ricardo McBride,TCG,fort-worth-wcq-regional-1609,506,False
1610,Providence WCQ Regional,United States,2024-03-30,Emilio Sebastian Burgara Rodriguez,TCG,providence-wcq-regional-1610,320,True
1611,Catskill WCQ Regional,United States,2024-03-30,Jordan Ray B.,TCG,catskill-wcq-regional-1611,250,True
1612,Indianapolis WCQ Regional,United States,2024-03-30,Elijah James Green,TCG,indianapolis-wcq-regional-1612,672,True
1613,Burnaby WCQ Regional,Canada,2024-03-30,Hechen Ji,TCG,burnaby-wcq-regional-1613,200,True
1614,Montevideo WCQ Regional,Uruguay,2024-03-30,Julian Alvarez,TCG,montevideo-wcq-regional-1614,90,False
1615,Guadalajara WCQ Regional,Mexico,2024-03-31,Giovanni Pavón,TCG,guadalajara-wcq-regional-1615,320,True
1616,Klagenfurt WCQ Regional,Austria,2024-03-30,Kajetan Krnel,TCG,klagenfurt-wcq-regional-1616,50,False
1617,Newton Aycliffe WCQ Regional,United Kingdom,2024-03-30,Kaime Hunter,TCG,newton-aycliffe-wcq-regional-1617,100,True
1618,Waterford WCQ Regional,Ireland,2024-03-30,,TCG,waterford-wcq-regional-1618,60,False
1619,Dutch Open Rotterdam 2024,Netherlands,2024-03-30,Jan-Oliver Meyer,TCG,dutch-open-rotterdam-2024-1619,334,False
1620,Ostwald WCQ Regional,France,2024-03-20,Guillaume Venier,TCG,ostwald-wcq-regional-1620,200,True
1621,Rennes WCQ Regional,France,2024-03-31,Jonathan Neveu,TCG,rennes-wcq-regional-1621,200,True
1622,Villeneuve-sur-Yonne WCQ Regional,France,2024-03-31,Vincent Hammouche,TCG,villeneuve-sur-yonne-wcq-regional-1622,150,True
1623,Londonderry WCQ Regional,United Kingdom,2024-03-31,Peter Neeson,TCG,londonderry-wcq-regional-1623,43,False
1624,London WCQ Regional,United Kingdom,2024-03-31,Marcus Patel,TCG,london-wcq-regional-1624,300,True
1625,Battle Nexus Singapore,Singapore,2024-03-30,,OCG,battle-nexus-singapore-1625,155,False
1626,Citron CS,Japan,2024-03-31,スモールワールド,OCG,citron-cs-1626,57,False
1627,1923cs,South Korea,2024-03-30,토치맨,OCG,1923cs-1627,72,False
1628,MIRACLE CHAIN CUP,Japan,2024-03-31,B,OCG,miracle-chain-cup-1628,72,False
1629,Oni CS,Japan,2024-03-30,緑山,OCG,oni-cs-1629,47,False
1630,173rd Next Play Cup,Japan,2024-03-27,ペロシャン,OCG,173rd-next-play-cup-1630,36,False
1631,1st Marunouchi CS,Japan,2024-03-30,A,OCG,1st-marunouchi-cs-1631,48,False
1632,Logrono WCQ Regional,Spain,2024-04-06,,TCG,logrono-wcq-regional-1632,200,True
1633,Sofia WCQ Regional,Bulgaria,2024-04-06,,TCG,sofia-wcq-regional-1633,100,True
1634,Canberra WCQ Regional,Australia,2024-04-06,Oscar Van Niekerk,TCG,canberra-wcq-regional-1634,100,True
1635,Warrington WCQ Regional,United Kingdom,2024-04-06,Harry Foster,TCG,warrington-wcq-regional-1635,80,True
1636,Abbiategrasso WCQ Regional,Italy,2024-04-07,Davide Giannoccaro,TCG,abbiategrasso-wcq-regional-1636,161,False
1637,Melksham WCQ Regional,United Kingdom,2024-04-07,Joe Brudenell,TCG,melksham-wcq-regional-1637,100,True
1638,Strasbourg WCQ Regional,France,2024-04-07,,TCG,strasbourg-wcq-regional-1638,200,True
1639,Vire WCQ Regional,France,2024-04-07,Arthur Chambraud,TCG,vire-wcq-regional-1639,200,True
1640,Osnabruck WCQ Regional,Germany,2024-04-07,Eric Topel,TCG,osnabruck-wcq-regional-1640,124,False
1641,Toronto WCQ Regional,Canada,2024-04-06,Zhengda Wen,TCG,toronto-wcq-regional-1641,380,True
1642,Detroit WCQ Regional,United States,2024-04-06,Christopher Robert Wilson,TCG,detroit-wcq-regional-1642,381,False
1643,Philadelphia WCQ Regional,United States,2024-04-06,Hagen Brandon James,TCG,philadelphia-wcq-regional-1643,500,True
1644,The Side Deck Remote Duel WCQ Regional,United States,2024-04-06,Bruce Menard,TCG,the-side-deck-remote-duel-wcq-regional-1644,160,True
1645,Dragon Road OCG,China,2024-03-30,思出,OCG,dragon-road-ocg-1645,42,False
1646,HSCS,South Korea,2024-03-31,@NaDdang_,OCG,hscs-1646,46,False
1647,2nd Melo CS,Japan,2024-03-31,マサラタウ,OCG,2nd-melo-cs-1647,43,False
1648,Nanjing Aerospace University School Competition,China,2024-03-31,Unknown,OCG,nanjing-aerospace-university-school-competition-1648,32,False
1649,Big Universe TCG,China,2024-03-30,骰子高手,OCG,big-universe-tcg-1649,34,False
1650,Landshut WCQ Regional,Germany,2024-04-06,David Pabst,TCG,landshut-wcq-regional-1650,108,False
1651,Houston WCQ Regional,United States,2022-06-12,,TCG,houston-wcq-regional-1651,100,True
1652,Kripparian Challenger Cup,United States,2024-04-07,Araliaceae,Master Duel,kripparian-challenger-cup-1652,258,False
1653,Topdeck Trading Card Game,Hong Kong,2024-04-07,NEKOR,OCG,topdeck-trading-card-game-1653,32,False
1654,Starry Night Yu-Gi-Oh,China,2024-04-06,,OCG,starry-night-yu-gi-oh-1654,32,False
1655,Dual Soul Card,China,2024-04-06,,OCG,dual-soul-card-1655,45,False
1656,16th Shuto CS,Japan,2024-04-07,今やる先攻ワンキルが一番気持ちいいから,OCG,16th-shuto-cs-1656,81,False
1657,3rd Koi CS,Japan,2024-04-07,でーりゃー,OCG,3rd-koi-cs-1657,63,False
1658,Big Universe TCG,China,2024-04-04,威严的心海,OCG,big-universe-tcg-1658,32,False
1659,Changsha University of Science and Technology school competition,China,2024-04-04,,OCG,changsha-university-of-science-and-technology-school-competition-1659,40,False
1660,Nachang CS,China,2024-04-05,,OCG,nachang-cs-1660,59,False
1661,Super Memory Card,China,2024-04-05,,OCG,super-memory-card-1661,51,False
1662,14th Shin Fukufuku CS,Japan,2024-04-06,ほーにゃ,OCG,14th-shin-fukufuku-cs-1662,32,False
1663,Tokyo 3 Tournament Ultimate Championship,Japan,2024-04-06,ムツミ,OCG,tokyo-3-tournament-ultimate-championship-1663,50,False
1664,Big Universe TCG,China,2024-04-06,Os,OCG,big-universe-tcg-1664,40,False
1665,Qidian Card Studio's,China,2024-04-04,,OCG,qidian-card-studio-s-1665,58,False
1666,Zhiyou Card Shop Competition,China,2024-04-04,Unknown,OCG,zhiyou-card-shop-competition-1666,33,False
1667,Dragon Road OCG,China,2024-04-04,北海,OCG,dragon-road-ocg-1667,44,False
1668,PDK Card,China,2024-04-04,这个我也不好评价,OCG,pdk-card-1668,37,False
1669,Juntehuan Card Shop Competition,China,2024-04-05,Unknown,OCG,juntehuan-card-shop-competition-1669,32,False
1670,Beijing Xingjiyuan,China,2024-04-06,17天-为爱重生,OCG,beijing-xingjiyuan-1670,45,False
1671,Changzhou 777 Card Golden Dragon Cup,China,2024-04-06,Unknown,OCG,changzhou-777-card-golden-dragon-cup-1671,40,False
1672,22nd Droplet CS,Japan,2024-04-07,ふくすけ,OCG,22nd-droplet-cs-1672,35,False
1673,272nd Taiyo CS,Japan,2024-04-07,A,OCG,272nd-taiyo-cs-1673,36,False
1674,Superbrand Top Deck,China,2024-04-06,Unknown,OCG,superbrand-top-deck-1674,55,False
1675,Gray Stream Uralala Card House,China,2024-04-05,主播@cs,OCG,gray-stream-uralala-card-house-1675,100,False
1676,YCS Guadalajara,Mexico,2024-04-13,Cristian Urena,TCG,ycs-guadalajara-1676,833,False
1677,St. Pölten WCQ Regional,Austria,2024-04-13,Julian Strassl,TCG,st-pölten-wcq-regional-1677,80,True
1678,Freiburg im Breisgau WCQ Regional,Germany,2024-04-13,Daniel Stricker,TCG,freiburg-im-breisgau-wcq-regional-1678,180,False
1679,Szeged WCQ Regional,Hungary,2024-04-13,Gergely Lázár,TCG,szeged-wcq-regional-1679,100,True
1680,Melbourne WCQ Regional,Australia,2024-04-13,Kai Ngu,TCG,melbourne-wcq-regional-1680,80,True
1681,Campbelltown WCQ Regional,Australia,2024-04-13,Jackson Rolfe,TCG,campbelltown-wcq-regional-1681,60,True
1682,Köln WCQ Regional,Germany,2024-04-13,Ding Khan Pham,TCG,köln-wcq-regional-1682,256,False
1683,Newtownards WCQ Regional,United Kingdom,2024-04-13,,TCG,newtownards-wcq-regional-1683,100,True
1684,Brighton WCQ Regional,United Kingdom,2024-04-13,Ben Fisher,TCG,brighton-wcq-regional-1684,64,False
1685,Le Kremlin-Bicetre WCQ Regional,France,2024-04-13,Baptiste Derouin,TCG,le-kremlin-bicetre-wcq-regional-1685,200,True
1686,Perugia WCQ Regional,Italy,2024-04-14,Flaminio Rossi,TCG,perugia-wcq-regional-1686,119,False
1687,Ecublens WCQ Regional,Switzerland,2024-04-14,,TCG,ecublens-wcq-regional-1687,100,True
1688,Aberdeen WCQ Regional,United Kingdom,2024-04-14,Jordan Gallacher,TCG,aberdeen-wcq-regional-1688,100,True
1689,Sarajevo WCQ Regional,Bosnia and Herzegovina,2024-04-14,,TCG,sarajevo-wcq-regional-1689,80,True
1690,Montreal WCQ Regional,Canada,2024-04-13,Matthew Bishop,TCG,montreal-wcq-regional-1690,150,False
1691,Tuscaloosa WCQ Regional,United States,2024-04-13,Trevor Commer,TCG,tuscaloosa-wcq-regional-1691,275,True
1692,Los Angeles WCQ Regional,United States,2024-04-13,Richard Carter,TCG,los-angeles-wcq-regional-1692,713,False
1693,Hartford WCQ Regional,United States,2024-04-13,William Rodriguez,TCG,hartford-wcq-regional-1693,420,True
1694,Richmond WCQ Regional,United States,2024-04-14,Tyree Samuel Tinsley,TCG,richmond-wcq-regional-1694,432,True
1695,The Side Deck Remote Duel WCQ Regional,United States,2024-04-14,Rafael Mariano Reich,TCG,the-side-deck-remote-duel-wcq-regional-1695,160,True
1696,Paris WCQ Regional,France,2024-04-13,,TCG,paris-wcq-regional-1696,282,False
1697,Battle Nexus 2024 HongKong,Hong Kong,2024-04-14,LEUNG Siu Pan,OCG,battle-nexus-2024-hongkong-1697,321,False
1698,Ljubljana WCQ Regional,Slovenia,2024-04-15,Anze Beljan,TCG,ljubljana-wcq-regional-1698,60,True
1699,YCS Raleigh,United States,2024-04-20,Cameron Neal,TCG,ycs-raleigh-1699,1793,False
1702,Modbury Heights WCQ Regional,Australia,2024-04-20,,TCG,modbury-heights-wcq-regional-1702,100,True
1703,Westende WCQ Regional,Belgium,2024-04-21,Niels Vossen,TCG,westende-wcq-regional-1703,80,True
1704,Jena WCQ Regional,Germany,2024-04-21,,TCG,jena-wcq-regional-1704,120,True
1705,Peterborough WCQ Regional,United Kingdom,2024-04-21,,TCG,peterborough-wcq-regional-1705,120,True
1706,French Open Dunkerque 2024,France,2024-04-21,Aurelien Goulley,TCG,french-open-dunkerque-2024-1706,736,False
1707,Tel Aviv WCQ Regional,Israel,2024-04-21,Gal Sonnenfeld,TCG,tel-aviv-wcq-regional-1707,80,True
1708,Bonfire Card Competition,China,2024-04-13,sosxby,OCG,bonfire-card-competition-1708,36,False
1709,Taiyuan Jade Card,China,2024-04-13,Unknown,OCG,taiyuan-jade-card-1709,36,False
1710,Hangzhou Cards,China,2024-04-13,穹,OCG,hangzhou-cards-1710,49,False
1711,Wuhan Fantasy Corps,China,2024-04-13,Unknown,OCG,wuhan-fantasy-corps-1711,40,False
1712,Dragon Road OCG,China,2024-04-13,Unknown,OCG,dragon-road-ocg-1712,48,False
1713,Battle City Viet Nam HDA,Viet Nam,2024-04-14,Trương Chí Toàn,OCG,battle-city-viet-nam-hda-1713,50,False
1714,Set sail card,China,2024-04-13,盧震邦,OCG,set-sail-card-1714,35,False
1715,37th RAM Cup,Japan,2024-04-13,vier(ふぃあー),OCG,37th-ram-cup-1715,78,False
1716,1923cs,South Korea,2024-04-10,김 정 현,OCG,1923cs-1716,50,False
1717,Big Universe TCG,China,2024-04-13,N珂垃,OCG,big-universe-tcg-1717,40,False
1718,Hot Pot Sheep Card,China,2024-04-12,,OCG,hot-pot-sheep-card-1718,45,False
1719,2nd Marunouchi CS,Japan,2024-04-14,1,OCG,2nd-marunouchi-cs-1719,96,False
1720,Qidian Card,China,2024-04-14,,OCG,qidian-card-1720,60,False
1721,Master Duel US Challenger Cup,United States,2024-03-30,yuzoria,Master Duel,master-duel-us-challenger-cup-1721,128,False
1722,Master Duel US Challenger Cup,United States,2024-03-31,fostercubed,Master Duel,master-duel-us-challenger-cup-1722,256,False
1723,Master Duel US Challenger Cup,United States,2024-04-12,fostercubed,Master Duel,master-duel-us-challenger-cup-1723,64,False
1724,Master Duel US Challenger Cup,United States,2024-04-06,pleia_ds,Master Duel,master-duel-us-challenger-cup-1724,128,False
1725,Master Duel US Challenger Cup,United States,2024-04-21,niciboy,Master Duel,master-duel-us-challenger-cup-1725,512,False
1726,Master Duel US Challenger Cup,United States,2024-04-07,araliaceae,Master Duel,master-duel-us-challenger-cup-1726,256,False
1727,Master Duel US Challenger Cup,United States,2024-04-13,KEN,Master Duel,master-duel-us-challenger-cup-1727,128,False
1728,Bainbridge WCQ Regional,United States,2024-04-27,Brian Stevens,TCG,bainbridge-wcq-regional-1728,300,True
1729,Fort Worth WCQ Regional,United States,2024-04-27,Jason Stinson,TCG,fort-worth-wcq-regional-1729,505,True
1730,The Side Deck Remote Duel WCQ Regional,United States,2024-04-27,Jason Yuan,TCG,the-side-deck-remote-duel-wcq-regional-1730,200,True
1731,Rosemont WCQ Regional,United States,2024-04-28,Gabriel Andrade,TCG,rosemont-wcq-regional-1731,400,True
1732,Salem WCQ Regional,United States,2024-04-28,Logan Johnson,TCG,salem-wcq-regional-1732,312,True
1733,Montreal WCQ Regional,Canada,2024-04-27,Matthew To,TCG,montreal-wcq-regional-1733,102,False
1734,Greensborough WCQ Regional,Australia,2024-04-27,Jack Hargreaves,TCG,greensborough-wcq-regional-1734,58,False
1735,Velika Gorica WCQ Regional,Croatia,2024-04-27,Karlo Lukic,TCG,velika-gorica-wcq-regional-1735,108,False
1736,Löbau WCQ Regional,Germany,2024-04-27,Alexander Schubert,TCG,löbau-wcq-regional-1736,150,True
1737,Dublin WCQ Regional,Ireland,2024-04-27,Rafael Severin,TCG,dublin-wcq-regional-1737,100,True
1738,Madrid WCQ Regional,Spain,2024-04-20,,TCG,madrid-wcq-regional-1738,64,False
1739,Cannington WCQ Regional,Australia,2024-04-28,Leon Vo,TCG,cannington-wcq-regional-1739,100,True
1740,Paris WCQ Regional,France,2024-04-28,Sophiane Belkacem,TCG,paris-wcq-regional-1740,300,True
1741,Berlin WCQ Regional,Germany,2024-04-28,Dinh Khang Pham,TCG,berlin-wcq-regional-1741,259,False
1742,Schweinfurt WCQ Regional,Germany,2024-04-28,Ozun Dogruel,TCG,schweinfurt-wcq-regional-1742,100,True
